Type,Entry Time,Exit Time,Entry Price,Exit Price,Points,PnL INR,Cumulative PnL INR
SHORT,2020-08-25 10:50:00+05:30,2020-08-25 13:15:00+05:30,22889.55,23125.55,-236.0,-7080.0,1154680.5
LONG,2020-08-25 13:15:00+05:30,2020-08-25 14:05:00+05:30,23125.55,23002.85,-122.7,-3681.0,1150999.5
SHORT,2020-08-25 14:05:00+05:30,2020-08-26 09:15:00+05:30,23002.85,23268.3,-265.45,-7963.5,1143036.0
LONG,2020-08-26 09:15:00+05:30,2020-08-27 15:20:00+05:30,23268.3,23589.2,320.9,9627.0,1152663.0
SHORT,2020-08-27 15:20:00+05:30,2020-08-28 09:15:00+05:30,23589.2,23817.15,-227.95,-6838.5,1145824.5
LONG,2020-08-28 09:15:00+05:30,2020-08-31 10:15:00+05:30,23817.15,24545.05,727.9,21837.0,1167661.5
SHORT,2020-08-31 10:15:00+05:30,2020-08-31 15:15:00+05:30,24545.05,23863.5,681.55,20446.5,1188108.0
LONG,2020-08-31 15:15:00+05:30,2020-09-01 11:15:00+05:30,23863.5,23540.35,-323.15,-9694.5,1178413.5
SHORT,2020-09-01 11:15:00+05:30,2020-09-01 12:50:00+05:30,23540.35,24016.85,-476.5,-14295.0,1164118.5
LONG,2020-09-01 12:50:00+05:30,2020-09-01 14:30:00+05:30,24016.85,23628.1,-388.75,-11662.5,1152456.0
SHORT,2020-09-01 14:30:00+05:30,2020-09-02 14:15:00+05:30,23628.1,23856.95,-228.85,-6865.5,1145590.5
LONG,2020-09-02 14:15:00+05:30,2020-09-03 11:30:00+05:30,23856.95,23667.65,-189.3,-5679.0,1139911.5
SHORT,2020-09-03 11:30:00+05:30,2020-09-04 12:55:00+05:30,23667.65,23275.3,392.35,11770.5,1151682.0
LONG,2020-09-04 12:55:00+05:30,2020-09-04 14:25:00+05:30,23275.3,23108.95,-166.35,-4990.5,1146691.5
SHORT,2020-09-04 14:25:00+05:30,2020-09-07 15:15:00+05:30,23108.95,23003.0,105.95,3178.5,1149870.0
LONG,2020-09-07 15:15:00+05:30,2020-09-08 14:30:00+05:30,23003.0,22835.15,-167.85,-5035.5,1144834.5
SHORT,2020-09-08 14:30:00+05:30,2020-09-09 15:10:00+05:30,22835.15,22284.45,550.7,16521.0,1161355.5
LONG,2020-09-09 15:10:00+05:30,2020-09-10 12:55:00+05:30,22284.45,22487.65,203.2,6096.0,1167451.5
SHORT,2020-09-10 12:55:00+05:30,2020-09-10 15:05:00+05:30,22487.65,22504.4,-16.75,-502.5,1166949.0
LONG,2020-09-10 15:05:00+05:30,2020-09-11 10:30:00+05:30,22504.4,22357.45,-146.95,-4408.5,1162540.5
SHORT,2020-09-11 10:30:00+05:30,2020-09-11 14:55:00+05:30,22357.45,22435.05,-77.6,-2328.0,1160212.5
LONG,2020-09-11 14:55:00+05:30,2020-09-14 13:10:00+05:30,22435.05,22457.1,22.05,661.5,1160874.0
SHORT,2020-09-14 13:10:00+05:30,2020-09-15 14:30:00+05:30,22457.1,22389.45,67.65,2029.5,1162903.5
LONG,2020-09-15 14:30:00+05:30,2020-09-16 11:45:00+05:30,22389.45,22268.2,-121.25,-3637.5,1159266.0
SHORT,2020-09-16 11:45:00+05:30,2020-09-16 13:40:00+05:30,22268.2,22455.55,-187.35,-5620.5,1153645.5
LONG,2020-09-16 13:40:00+05:30,2020-09-17 09:15:00+05:30,22455.55,22346.65,-108.9,-3267.0,1150378.5
SHORT,2020-09-17 09:15:00+05:30,2020-09-23 14:45:00+05:30,22346.65,21130.35,1216.3,36489.0,1186867.5
LONG,2020-09-23 14:45:00+05:30,2020-09-24 09:15:00+05:30,21130.35,20932.55,-197.8,-5934.0,1180933.5
SHORT,2020-09-24 09:15:00+05:30,2020-09-25 12:10:00+05:30,20932.55,20693.15,239.4,7182.0,1188115.5
LONG,2020-09-25 12:10:00+05:30,2020-09-29 09:30:00+05:30,20693.15,21524.75,831.6,24948.0,1213063.5
SHORT,2020-09-29 09:30:00+05:30,2020-09-29 14:15:00+05:30,21524.75,21502.95,21.8,654.0,1213717.5
LONG,2020-09-29 14:15:00+05:30,2020-09-29 14:55:00+05:30,21502.95,21327.4,-175.55,-5266.5,1208451.0
SHORT,2020-09-29 14:55:00+05:30,2020-09-30 10:55:00+05:30,21327.4,21446.75,-119.35,-3580.5,1204870.5
LONG,2020-09-30 10:55:00+05:30,2020-10-05 11:50:00+05:30,21446.75,22509.55,1062.8,31884.0,1236754.5
SHORT,2020-10-05 11:50:00+05:30,2020-10-06 09:15:00+05:30,22509.55,22693.1,-183.55,-5506.5,1231248.0
LONG,2020-10-06 09:15:00+05:30,2020-10-07 09:15:00+05:30,22693.1,22660.3,-32.8,-984.0,1230264.0
SHORT,2020-10-07 09:15:00+05:30,2020-10-07 09:50:00+05:30,22660.3,22914.3,-254.0,-7620.0,1222644.0
LONG,2020-10-07 09:50:00+05:30,2020-10-08 13:55:00+05:30,22914.3,23287.5,373.2,11196.0,1233840.0
SHORT,2020-10-08 13:55:00+05:30,2020-10-09 10:20:00+05:30,23287.5,23369.85,-82.35,-2470.5,1231369.5
LONG,2020-10-09 10:20:00+05:30,2020-10-12 12:00:00+05:30,23369.85,23810.75,440.9,13227.0,1244596.5
SHORT,2020-10-12 12:00:00+05:30,2020-10-14 14:15:00+05:30,23810.75,23414.4,396.35,11890.5,1256487.0
LONG,2020-10-14 14:15:00+05:30,2020-10-15 13:05:00+05:30,23414.4,23689.25,274.85,8245.5,1264732.5
SHORT,2020-10-15 13:05:00+05:30,2020-10-16 09:30:00+05:30,23689.25,23391.7,297.55,8926.5,1273659.0
LONG,2020-10-16 09:30:00+05:30,2020-10-21 13:15:00+05:30,23391.7,24578.75,1187.05,35611.5,1309270.5
SHORT,2020-10-21 13:15:00+05:30,2020-10-21 15:00:00+05:30,24578.75,24574.85,3.9,117.0,1309387.5
LONG,2020-10-21 15:00:00+05:30,2020-10-22 12:40:00+05:30,24574.85,24381.25,-193.6,-5808.0,1303579.5
SHORT,2020-10-22 12:40:00+05:30,2020-10-23 09:15:00+05:30,24381.25,24707.45,-326.2,-9786.0,1293793.5
LONG,2020-10-23 09:15:00+05:30,2020-10-26 11:20:00+05:30,24707.45,24364.75,-342.7,-10281.0,1283512.5
SHORT,2020-10-26 11:20:00+05:30,2020-10-27 09:40:00+05:30,24364.75,24176.25,188.5,5655.0,1289167.5
LONG,2020-10-27 09:40:00+05:30,2020-10-28 09:55:00+05:30,24176.25,24549.15,372.9,11187.0,1300354.5
SHORT,2020-10-28 09:55:00+05:30,2020-10-29 11:50:00+05:30,24549.15,24262.95,286.2,8586.0,1308940.5
LONG,2020-10-29 11:50:00+05:30,2020-10-29 13:00:00+05:30,24262.95,24024.1,-238.85,-7165.5,1301775.0
SHORT,2020-10-29 13:00:00+05:30,2020-10-30 09:40:00+05:30,24024.1,24205.45,-181.35,-5440.5,1296334.5
LONG,2020-10-30 09:40:00+05:30,2020-10-30 11:00:00+05:30,24205.45,24008.15,-197.3,-5919.0,1290415.5
SHORT,2020-10-30 11:00:00+05:30,2020-10-30 14:30:00+05:30,24008.15,23940.55,67.6,2028.0,1292443.5
LONG,2020-10-30 14:30:00+05:30,2020-11-04 09:25:00+05:30,23940.55,25441.4,1500.85,45025.5,1337469.0
SHORT,2020-11-04 09:25:00+05:30,2020-11-04 14:15:00+05:30,25441.4,25622.55,-181.15,-5434.5,1332034.5
LONG,2020-11-04 14:15:00+05:30,2020-11-06 14:35:00+05:30,25622.55,26545.25,922.7,27681.0,1359715.5
SHORT,2020-11-06 14:35:00+05:30,2020-11-09 09:15:00+05:30,26545.25,27196.95,-651.7,-19551.0,1340164.5
LONG,2020-11-09 09:15:00+05:30,2020-11-10 14:05:00+05:30,27196.95,28497.85,1300.9,39027.0,1379191.5
SHORT,2020-11-10 14:05:00+05:30,2020-11-11 09:15:00+05:30,28497.85,28727.05,-229.2,-6876.0,1372315.5
LONG,2020-11-11 09:15:00+05:30,2020-11-11 11:15:00+05:30,28727.05,28600.15,-126.9,-3807.0,1368508.5
SHORT,2020-11-11 11:15:00+05:30,2020-11-11 14:00:00+05:30,28600.15,28750.75,-150.6,-4518.0,1363990.5
LONG,2020-11-11 14:00:00+05:30,2020-11-12 09:20:00+05:30,28750.75,28513.95,-236.8,-7104.0,1356886.5
SHORT,2020-11-12 09:20:00+05:30,2020-11-13 10:20:00+05:30,28513.95,28195.0,318.95,9568.5,1366455.0
LONG,2020-11-13 10:20:00+05:30,2020-11-17 10:40:00+05:30,28195.0,28735.4,540.4,16212.0,1382667.0
SHORT,2020-11-17 10:40:00+05:30,2020-11-17 14:45:00+05:30,28735.4,29080.05,-344.65,-10339.5,1372327.5
LONG,2020-11-17 14:45:00+05:30,2020-11-19 09:15:00+05:30,29080.05,29370.6,290.55,8716.5,1381044.0
SHORT,2020-11-19 09:15:00+05:30,2020-11-20 13:05:00+05:30,29370.6,28955.0,415.6,12468.0,1393512.0
LONG,2020-11-20 13:05:00+05:30,2020-11-23 10:00:00+05:30,28955.0,28972.85,17.85,535.5,1394047.5
SHORT,2020-11-23 10:00:00+05:30,2020-11-23 13:50:00+05:30,28972.85,29329.45,-356.6,-10698.0,1383349.5
LONG,2020-11-23 13:50:00+05:30,2020-11-23 15:05:00+05:30,29329.45,29001.4,-328.05,-9841.5,1373508.0
SHORT,2020-11-23 15:05:00+05:30,2020-11-24 09:15:00+05:30,29001.4,29350.45,-349.05,-10471.5,1363036.5
LONG,2020-11-24 09:15:00+05:30,2020-11-25 10:35:00+05:30,29350.45,29872.55,522.1,15663.0,1378699.5
SHORT,2020-11-25 10:35:00+05:30,2020-11-26 12:45:00+05:30,29872.55,29222.95,649.6,19488.0,1398187.5
LONG,2020-11-26 12:45:00+05:30,2020-12-02 10:15:00+05:30,29222.95,29659.2,436.25,13087.5,1411275.0
SHORT,2020-12-02 10:15:00+05:30,2020-12-02 14:45:00+05:30,29659.2,29445.05,214.15,6424.5,1417699.5
LONG,2020-12-02 14:45:00+05:30,2020-12-03 12:20:00+05:30,29445.05,29562.8,117.75,3532.5,1421232.0
SHORT,2020-12-03 12:20:00+05:30,2020-12-04 09:40:00+05:30,29562.8,29673.8,-111.0,-3330.0,1417902.0
LONG,2020-12-04 09:40:00+05:30,2020-12-04 12:25:00+05:30,29673.8,29669.55,-4.25,-127.5,1417774.5
SHORT,2020-12-04 12:25:00+05:30,2020-12-04 13:25:00+05:30,29669.55,29725.55,-56.0,-1680.0,1416094.5
LONG,2020-12-04 13:25:00+05:30,2020-12-07 14:00:00+05:30,29725.55,30114.5,388.95,11668.5,1427763.0
SHORT,2020-12-07 14:00:00+05:30,2020-12-08 13:40:00+05:30,30114.5,30327.1,-212.6,-6378.0,1421385.0
LONG,2020-12-08 13:40:00+05:30,2020-12-10 09:15:00+05:30,30327.1,30567.0,239.9,7197.0,1428582.0
SHORT,2020-12-10 09:15:00+05:30,2020-12-10 14:35:00+05:30,30567.0,30432.8,134.2,4026.0,1432608.0
LONG,2020-12-10 14:35:00+05:30,2020-12-11 13:55:00+05:30,30432.8,30467.2,34.4,1032.0,1433640.0
SHORT,2020-12-11 13:55:00+05:30,2020-12-14 09:15:00+05:30,30467.2,30774.3,-307.1,-9213.0,1424427.0
LONG,2020-12-14 09:15:00+05:30,2020-12-15 09:15:00+05:30,30774.3,30604.85,-169.45,-5083.5,1419343.5
SHORT,2020-12-15 09:15:00+05:30,2020-12-15 13:50:00+05:30,30604.85,30576.55,28.3,849.0,1420192.5
LONG,2020-12-15 13:50:00+05:30,2020-12-16 12:45:00+05:30,30576.55,30681.85,105.3,3159.0,1423351.5
SHORT,2020-12-16 12:45:00+05:30,2020-12-17 12:05:00+05:30,30681.85,30852.45,-170.6,-5118.0,1418233.5
LONG,2020-12-17 12:05:00+05:30,2020-12-18 09:15:00+05:30,30852.45,30727.05,-125.4,-3762.0,1414471.5
SHORT,2020-12-18 09:15:00+05:30,2020-12-18 14:10:00+05:30,30727.05,30686.25,40.8,1224.0,1415695.5
LONG,2020-12-18 14:10:00+05:30,2020-12-21 09:15:00+05:30,30686.25,30335.85,-350.4,-10512.0,1405183.5
SHORT,2020-12-21 09:15:00+05:30,2020-12-22 13:15:00+05:30,30335.85,29419.1,916.75,27502.5,1432686.0
LONG,2020-12-22 13:15:00+05:30,2020-12-29 10:45:00+05:30,29419.1,31130.0,1710.9,51327.0,1484013.0
SHORT,2020-12-29 10:45:00+05:30,2020-12-29 13:10:00+05:30,31130.0,31305.15,-175.15,-5254.5,1478758.5
LONG,2020-12-29 13:10:00+05:30,2020-12-30 10:20:00+05:30,31305.15,31168.85,-136.3,-4089.0,1474669.5
SHORT,2020-12-30 10:20:00+05:30,2020-12-30 13:45:00+05:30,31168.85,31230.9,-62.05,-1861.5,1472808.0
LONG,2020-12-30 13:45:00+05:30,2020-12-31 12:05:00+05:30,31230.9,31186.2,-44.7,-1341.0,1471467.0
SHORT,2020-12-31 12:05:00+05:30,2020-12-31 13:30:00+05:30,31186.2,31346.2,-160.0,-4800.0,1466667.0
LONG,2020-12-31 13:30:00+05:30,2020-12-31 14:25:00+05:30,31346.2,31237.85,-108.35,-3250.5,1463416.5
SHORT,2020-12-31 14:25:00+05:30,2021-01-04 09:15:00+05:30,31237.85,31434.7,-196.85,-5905.5,1457511.0
LONG,2021-01-04 09:15:00+05:30,2021-01-04 10:50:00+05:30,31434.7,31268.6,-166.1,-4983.0,1452528.0
SHORT,2021-01-04 10:50:00+05:30,2021-01-05 11:05:00+05:30,31268.6,31312.3,-43.7,-1311.0,1451217.0
LONG,2021-01-05 11:05:00+05:30,2021-01-06 13:45:00+05:30,31312.3,31754.1,441.8,13254.0,1464471.0
SHORT,2021-01-06 13:45:00+05:30,2021-01-07 09:15:00+05:30,31754.1,32118.25,-364.15,-10924.5,1453546.5
LONG,2021-01-07 09:15:00+05:30,2021-01-07 15:00:00+05:30,32118.25,32011.5,-106.75,-3202.5,1450344.0
SHORT,2021-01-07 15:00:00+05:30,2021-01-08 09:15:00+05:30,32011.5,32178.0,-166.5,-4995.0,1445349.0
LONG,2021-01-08 09:15:00+05:30,2021-01-08 13:35:00+05:30,32178.0,32034.55,-143.45,-4303.5,1441045.5
SHORT,2021-01-08 13:35:00+05:30,2021-01-12 12:00:00+05:30,32034.55,32091.65,-57.1,-1713.0,1439332.5
LONG,2021-01-12 12:00:00+05:30,2021-01-13 11:30:00+05:30,32091.65,32392.75,301.1,9033.0,1448365.5
SHORT,2021-01-13 11:30:00+05:30,2021-01-13 14:45:00+05:30,32392.75,32517.45,-124.7,-3741.0,1444624.5
LONG,2021-01-13 14:45:00+05:30,2021-01-14 14:40:00+05:30,32517.45,32475.7,-41.75,-1252.5,1443372.0
SHORT,2021-01-14 14:40:00+05:30,2021-01-15 12:40:00+05:30,32475.7,32401.4,74.3,2229.0,1445601.0
LONG,2021-01-15 12:40:00+05:30,2021-01-15 14:05:00+05:30,32401.4,32160.05,-241.35,-7240.5,1438360.5
SHORT,2021-01-15 14:05:00+05:30,2021-01-18 09:20:00+05:30,32160.05,32394.8,-234.75,-7042.5,1431318.0
LONG,2021-01-18 09:20:00+05:30,2021-01-18 11:30:00+05:30,32394.8,32053.25,-341.55,-10246.5,1421071.5
SHORT,2021-01-18 11:30:00+05:30,2021-01-18 14:10:00+05:30,32053.25,32155.9,-102.65,-3079.5,1417992.0
LONG,2021-01-18 14:10:00+05:30,2021-01-18 14:50:00+05:30,32155.9,31846.05,-309.85,-9295.5,1408696.5
SHORT,2021-01-18 14:50:00+05:30,2021-01-19 09:15:00+05:30,31846.05,32012.45,-166.4,-4992.0,1403704.5
LONG,2021-01-19 09:15:00+05:30,2021-01-20 12:25:00+05:30,32012.45,32409.85,397.4,11922.0,1415626.5
SHORT,2021-01-20 12:25:00+05:30,2021-01-21 09:15:00+05:30,32409.85,32712.6,-302.75,-9082.5,1406544.0
LONG,2021-01-21 09:15:00+05:30,2021-01-21 14:00:00+05:30,32712.6,32682.8,-29.8,-894.0,1405650.0
SHORT,2021-01-21 14:00:00+05:30,2021-01-25 09:15:00+05:30,32682.8,31535.4,1147.4,34422.0,1440072.0
LONG,2021-01-25 09:15:00+05:30,2021-01-25 09:45:00+05:30,31535.4,31102.1,-433.3,-12999.0,1427073.0
SHORT,2021-01-25 09:45:00+05:30,2021-01-25 10:30:00+05:30,31102.1,31645.5,-543.4,-16302.0,1410771.0
LONG,2021-01-25 10:30:00+05:30,2021-01-25 14:05:00+05:30,31645.5,31239.05,-406.45,-12193.5,1398577.5
SHORT,2021-01-25 14:05:00+05:30,2021-01-28 13:25:00+05:30,31239.05,30043.4,1195.65,35869.5,1434447.0
LONG,2021-01-28 13:25:00+05:30,2021-01-29 15:00:00+05:30,30043.4,30541.2,497.8,14934.0,1449381.0
SHORT,2021-01-29 15:00:00+05:30,2021-02-01 09:20:00+05:30,30541.2,31095.55,-554.35,-16630.5,1432750.5
LONG,2021-02-01 09:20:00+05:30,2021-02-04 09:15:00+05:30,31095.55,34439.45,3343.9,100317.0,1533067.5
SHORT,2021-02-04 09:15:00+05:30,2021-02-04 11:10:00+05:30,34439.45,34530.9,-91.45,-2743.5,1530324.0
LONG,2021-02-04 11:10:00+05:30,2021-02-05 13:10:00+05:30,34530.9,35737.1,1206.2,36186.0,1566510.0
SHORT,2021-02-05 13:10:00+05:30,2021-02-08 09:15:00+05:30,35737.1,36326.15,-589.05,-17671.5,1548838.5
LONG,2021-02-08 09:15:00+05:30,2021-02-08 12:15:00+05:30,36326.15,35925.15,-401.0,-12030.0,1536808.5
SHORT,2021-02-08 12:15:00+05:30,2021-02-09 10:25:00+05:30,35925.15,36046.7,-121.55,-3646.5,1533162.0
LONG,2021-02-09 10:25:00+05:30,2021-02-09 14:45:00+05:30,36046.7,36085.05,38.35,1150.5,1534312.5
SHORT,2021-02-09 14:45:00+05:30,2021-02-10 15:20:00+05:30,36085.05,35877.7,207.35,6220.5,1540533.0
LONG,2021-02-10 15:20:00+05:30,2021-02-11 13:15:00+05:30,35877.7,35616.5,-261.2,-7836.0,1532697.0
SHORT,2021-02-11 13:15:00+05:30,2021-02-12 10:35:00+05:30,35616.5,35985.8,-369.3,-11079.0,1521618.0
LONG,2021-02-12 10:35:00+05:30,2021-02-12 13:50:00+05:30,35985.8,36070.0,84.2,2526.0,1524144.0
SHORT,2021-02-12 13:50:00+05:30,2021-02-15 09:15:00+05:30,36070.0,36626.85,-556.85,-16705.5,1507438.5
LONG,2021-02-15 09:15:00+05:30,2021-02-16 09:50:00+05:30,36626.85,37272.15,645.3,19359.0,1526797.5
SHORT,2021-02-16 09:50:00+05:30,2021-02-16 15:20:00+05:30,37272.15,37148.8,123.35,3700.5,1530498.0
LONG,2021-02-16 15:20:00+05:30,2021-02-17 10:00:00+05:30,37148.8,36807.6,-341.2,-10236.0,1520262.0
SHORT,2021-02-17 10:00:00+05:30,2021-02-17 11:00:00+05:30,36807.6,37276.05,-468.45,-14053.5,1506208.5
LONG,2021-02-17 11:00:00+05:30,2021-02-17 12:55:00+05:30,37276.05,37037.1,-238.95,-7168.5,1499040.0
SHORT,2021-02-17 12:55:00+05:30,2021-02-18 14:40:00+05:30,37037.1,36662.75,374.35,11230.5,1510270.5
LONG,2021-02-18 14:40:00+05:30,2021-02-19 09:15:00+05:30,36662.75,36254.55,-408.2,-12246.0,1498024.5
SHORT,2021-02-19 09:15:00+05:30,2021-02-19 10:30:00+05:30,36254.55,36586.05,-331.5,-9945.0,1488079.5
LONG,2021-02-19 10:30:00+05:30,2021-02-19 13:25:00+05:30,36586.05,36153.5,-432.55,-12976.5,1475103.0
SHORT,2021-02-19 13:25:00+05:30,2021-02-23 10:30:00+05:30,36153.5,35588.3,565.2,16956.0,1492059.0
LONG,2021-02-23 10:30:00+05:30,2021-02-23 11:40:00+05:30,35588.3,35114.2,-474.1,-14223.0,1477836.0
SHORT,2021-02-23 11:40:00+05:30,2021-02-24 09:30:00+05:30,35114.2,35434.8,-320.6,-9618.0,1468218.0
LONG,2021-02-24 09:30:00+05:30,2021-02-25 12:00:00+05:30,35434.8,36734.85,1300.05,39001.5,1507219.5
SHORT,2021-02-25 12:00:00+05:30,2021-02-26 14:00:00+05:30,36734.85,35122.85,1612.0,48360.0,1555579.5
LONG,2021-02-26 14:00:00+05:30,2021-02-26 15:15:00+05:30,35122.85,34738.0,-384.85,-11545.5,1544034.0
SHORT,2021-02-26 15:15:00+05:30,2021-03-01 09:15:00+05:30,34738.0,35269.05,-531.05,-15931.5,1528102.5
LONG,2021-03-01 09:15:00+05:30,2021-03-01 12:20:00+05:30,35269.05,35067.4,-201.65,-6049.5,1522053.0
SHORT,2021-03-01 12:20:00+05:30,2021-03-01 13:35:00+05:30,35067.4,35390.95,-323.55,-9706.5,1512346.5
LONG,2021-03-01 13:35:00+05:30,2021-03-02 11:05:00+05:30,35390.95,35242.75,-148.2,-4446.0,1507900.5
SHORT,2021-03-02 11:05:00+05:30,2021-03-02 15:10:00+05:30,35242.75,35503.75,-261.0,-7830.0,1500070.5
LONG,2021-03-02 15:10:00+05:30,2021-03-04 09:15:00+05:30,35503.75,35683.25,179.5,5385.0,1505455.5
SHORT,2021-03-04 09:15:00+05:30,2021-03-04 11:35:00+05:30,35683.25,35947.3,-264.05,-7921.5,1497534.0
LONG,2021-03-04 11:35:00+05:30,2021-03-04 13:55:00+05:30,35947.3,35966.25,18.95,568.5,1498102.5
SHORT,2021-03-04 13:55:00+05:30,2021-03-08 09:15:00+05:30,35966.25,35562.5,403.75,12112.5,1510215.0
LONG,2021-03-08 09:15:00+05:30,2021-03-08 10:40:00+05:30,35562.5,35277.2,-285.3,-8559.0,1501656.0
SHORT,2021-03-08 10:40:00+05:30,2021-03-08 14:20:00+05:30,35277.2,35498.9,-221.7,-6651.0,1495005.0
LONG,2021-03-08 14:20:00+05:30,2021-03-08 15:05:00+05:30,35498.9,35170.15,-328.75,-9862.5,1485142.5
SHORT,2021-03-08 15:05:00+05:30,2021-03-09 09:15:00+05:30,35170.15,35782.3,-612.15,-18364.5,1466778.0
LONG,2021-03-09 09:15:00+05:30,2021-03-09 13:00:00+05:30,35782.3,35739.55,-42.75,-1282.5,1465495.5
SHORT,2021-03-09 13:00:00+05:30,2021-03-09 15:10:00+05:30,35739.55,35932.85,-193.3,-5799.0,1459696.5
LONG,2021-03-09 15:10:00+05:30,2021-03-10 12:15:00+05:30,35932.85,35773.7,-159.15,-4774.5,1454922.0
SHORT,2021-03-10 12:15:00+05:30,2021-03-10 13:15:00+05:30,35773.7,36023.0,-249.3,-7479.0,1447443.0
LONG,2021-03-10 13:15:00+05:30,2021-03-12 12:20:00+05:30,36023.0,36053.6,30.6,918.0,1448361.0
SHORT,2021-03-12 12:20:00+05:30,2021-03-15 14:25:00+05:30,36053.6,34750.35,1303.25,39097.5,1487458.5
LONG,2021-03-15 14:25:00+05:30,2021-03-16 13:10:00+05:30,34750.35,34923.75,173.4,5202.0,1492660.5
SHORT,2021-03-16 13:10:00+05:30,2021-03-17 11:25:00+05:30,34923.75,35012.4,-88.65,-2659.5,1490001.0
LONG,2021-03-17 11:25:00+05:30,2021-03-17 12:15:00+05:30,35012.4,34737.1,-275.3,-8259.0,1481742.0
SHORT,2021-03-17 12:15:00+05:30,2021-03-18 09:15:00+05:30,34737.1,34635.3,101.8,3054.0,1484796.0
LONG,2021-03-18 09:15:00+05:30,2021-03-18 13:00:00+05:30,34635.3,34334.85,-300.45,-9013.5,1475782.5
SHORT,2021-03-18 13:00:00+05:30,2021-03-19 11:00:00+05:30,34334.85,34038.1,296.75,8902.5,1484685.0
LONG,2021-03-19 11:00:00+05:30,2021-03-19 12:10:00+05:30,34038.1,33544.65,-493.45,-14803.5,1469881.5
SHORT,2021-03-19 12:10:00+05:30,2021-03-19 14:30:00+05:30,33544.65,34156.2,-611.55,-18346.5,1451535.0
LONG,2021-03-19 14:30:00+05:30,2021-03-22 10:50:00+05:30,34156.2,33805.15,-351.05,-10531.5,1441003.5
SHORT,2021-03-22 10:50:00+05:30,2021-03-23 09:15:00+05:30,33805.15,33818.4,-13.25,-397.5,1440606.0
LONG,2021-03-23 09:15:00+05:30,2021-03-23 11:30:00+05:30,33818.4,33696.6,-121.8,-3654.0,1436952.0
SHORT,2021-03-23 11:30:00+05:30,2021-03-23 14:20:00+05:30,33696.6,34163.4,-466.8,-14004.0,1422948.0
LONG,2021-03-23 14:20:00+05:30,2021-03-24 09:15:00+05:30,34163.4,33869.7,-293.7,-8811.0,1414137.0
SHORT,2021-03-24 09:15:00+05:30,2021-03-25 13:25:00+05:30,33869.7,32840.2,1029.5,30885.0,1445022.0
LONG,2021-03-25 13:25:00+05:30,2021-03-30 12:15:00+05:30,32840.2,33679.6,839.4,25182.0,1470204.0
SHORT,2021-03-30 12:15:00+05:30,2021-03-30 13:50:00+05:30,33679.6,33896.05,-216.45,-6493.5,1463710.5
LONG,2021-03-30 13:50:00+05:30,2021-03-31 09:15:00+05:30,33896.05,33496.25,-399.8,-11994.0,1451716.5
SHORT,2021-03-31 09:15:00+05:30,2021-03-31 13:00:00+05:30,33496.25,33446.35,49.9,1497.0,1453213.5
LONG,2021-03-31 13:00:00+05:30,2021-04-01 10:50:00+05:30,33446.35,33236.35,-210.0,-6300.0,1446913.5
SHORT,2021-04-01 10:50:00+05:30,2021-04-01 13:15:00+05:30,33236.35,33536.95,-300.6,-9018.0,1437895.5
LONG,2021-04-01 13:15:00+05:30,2021-04-05 09:15:00+05:30,33536.95,33338.0,-198.95,-5968.5,1431927.0
SHORT,2021-04-05 09:15:00+05:30,2021-04-06 09:35:00+05:30,33338.0,32973.55,364.45,10933.5,1442860.5
LONG,2021-04-06 09:35:00+05:30,2021-04-06 12:40:00+05:30,32973.55,32443.45,-530.1,-15903.0,1426957.5
SHORT,2021-04-06 12:40:00+05:30,2021-04-07 09:45:00+05:30,32443.45,32711.2,-267.75,-8032.5,1418925.0
LONG,2021-04-07 09:45:00+05:30,2021-04-07 13:40:00+05:30,32711.2,32878.3,167.1,5013.0,1423938.0
SHORT,2021-04-07 13:40:00+05:30,2021-04-08 09:15:00+05:30,32878.3,33254.15,-375.85,-11275.5,1412662.5
LONG,2021-04-08 09:15:00+05:30,2021-04-08 12:10:00+05:30,33254.15,32911.85,-342.3,-10269.0,1402393.5
SHORT,2021-04-08 12:10:00+05:30,2021-04-08 13:35:00+05:30,32911.85,33214.6,-302.75,-9082.5,1393311.0
LONG,2021-04-08 13:35:00+05:30,2021-04-08 14:30:00+05:30,33214.6,32859.2,-355.4,-10662.0,1382649.0
SHORT,2021-04-08 14:30:00+05:30,2021-04-09 10:05:00+05:30,32859.2,32854.3,4.9,147.0,1382796.0
LONG,2021-04-09 10:05:00+05:30,2021-04-09 13:45:00+05:30,32854.3,32481.85,-372.45,-11173.5,1371622.5
SHORT,2021-04-09 13:45:00+05:30,2021-04-12 15:20:00+05:30,32481.85,30903.3,1578.55,47356.5,1418979.0
LONG,2021-04-12 15:20:00+05:30,2021-04-15 10:20:00+05:30,30903.3,31603.8,700.5,21015.0,1439994.0
SHORT,2021-04-15 10:20:00+05:30,2021-04-15 11:50:00+05:30,31603.8,31815.0,-211.2,-6336.0,1433658.0
LONG,2021-04-15 11:50:00+05:30,2021-04-19 09:15:00+05:30,31815.0,30699.4,-1115.6,-33468.0,1400190.0
SHORT,2021-04-19 09:15:00+05:30,2021-04-19 13:55:00+05:30,30699.4,30950.5,-251.1,-7533.0,1392657.0
LONG,2021-04-19 13:55:00+05:30,2021-04-20 12:20:00+05:30,30950.5,31289.7,339.2,10176.0,1402833.0
SHORT,2021-04-20 12:20:00+05:30,2021-04-22 11:40:00+05:30,31289.7,31241.5,48.2,1446.0,1404279.0
